Date,Price,MarketCap,BlockSize,GoldPrice,GTrends,HashRate,MempoolCount,MempoolSize,MinningDifficulty,TotalTransaction,TransactionPerDay,TransactionFee,EstimatedTransactionVolumeUSD
2017-01-13,823.98,13266554392,786284,1259,48,2897297.86,8110578,8110578,336900000000,187254425,287174,106.35,246890176.531767
2017-01-14,818.41,13178601992,858146,1203.35,49,2528855.36,2038561,2038561,336900000000,187533801,279376,97.9,UNKNOWN
2017-01-15,821.8,13234840657,742770,1203.35,39,2880550.47,1724480.5,1724480.5,336900000000,187778162,244361,86.85,157085269.544606
2017-01-16,831.53,13393372620,659940,1202.85,40,2796813.54,2115040,2115040,336900000000,188006789,228627,82.22,UNKNOWN
2017-01-17,907.94,14625779851,775267,1275.1,45,2830308.31,1675297,1675297,336900000000,188280675,273886,103.64,291783384.764451
2017-01-18,886.62,14284036613,892992,1273.4,43,2646087.06,5228278,5228278,336900000000,188568760,288085,109.39,UNKNOWN
2017-01-19,899.07,14486616700,901456,1263.2,41,2528855.36,1628013.5,1628013.5,336900000000,188869531,300771,108.62,232438071.962038
2017-01-20,895.03,14423545371,834378,1266.9,40,2914045.25056,2450458.75,2450458.75,336900000000,189170907,301376,112.3957332,UNKNOWN
2017-01-21,921.79,14856911163,720772,1276.6,37,3165256.04802,1786305,1786305,336900000000,189468891,297984,104.84963495,210309696.023502
2017-01-22,924.67,14905439337,682652,1276.6,36,3031276.95604,1608552,1608552,336900000000,189728303,259412,94.58963263,UNKNOWN
2017-01-23,921.01,14848013909,682543,1276.6,36,3398969.89226,9891430.5,9891430.5,392963000000,189966616,238313,87.1148655,196893334.811123
2017-01-24,892.69,14393026385,914369,1271.8,41,2715269.05187,30023816.5,30023816.5,392963000000,190198797,232181,110.16262179,UNKNOWN
2017-01-25,901.54,14537488261,973645,1258.8,37,2910612.14912,33262798,33262798,392963000000,190480409,281612,143.1652105,266770577.731972
2017-01-26,917.59,14797955301,987848,1250.6,40,2930146.45885,7539797,7539797,392963000000,190788285,307876,135.6068154,UNKNOWN
2017-01-27,919.75,14834831700,993133,1249.4,34,3066886.62693,5027470.5,5027470.5,392963000000,191100125,311840,125.18892663,172519954.089837
2017-01-28,921.59,14866260449,837700,1254.1,34,3320832.65336,2786432.5,2786432.5,392963000000,191361580,261455,114.04371837,UNKNOWN
2017-01-29,919.5,14834377926,877454,1254.1,32,2969215.0783,6906576.25,6906576.25,392963000000,191608757,247177,122.5350693,133740567.748452
2017-01-30,920.38,14850351605,855056,1254.1,34,3262229.72419,31355010,31355010,392963000000,191849726,240969,119.8377983,UNKNOWN
2017-01-31,970.4,15659186515,963722,1269.5,38,2852009.21995,31411343.5,31411343.5,392963000000,192102690,252964,137.40589477,223566247.35351
2017-02-01,989.02,15962015276,959553,1267.2,42,2832474.91022,15991761,15991761,392963000000,192413390,310700,145.66158893,UNKNOWN
2017-02-02,1011.8,16331615570,962227,1278.3,48,3750587.46733,11151116,11151116,392963000000,192758545,345155,154.9165724,212437107.387626
2017-02-03,1029.91,16625849489,914052,1279.9,47,3066886.62693,36862637,36862637,392963000000,193016956,258411,142.30055361,UNKNOWN
2017-02-04,1042.9,16837411920,970806,1291,43,2910612.14912,17737602.5,17737602.5,392963000000,193340272,323316,162.42120704,215469986.8539
2017-02-05,1027.34,16588240157,947774,1291,41,3043000.84287,14654654.5,14654654.5,422171000000,193625589,285317,139.35303348,UNKNOWN
2017-02-06,1038.15,16764422010,961903,1291,37,3336807.8208,19515762,19515762,422171000000,193919708,294119,136.17869567,218963129.707101
2017-02-07,1061.35,17141080574,979210,1294.1,45,2623276.58868,43185267.75,43185267.75,422171000000,194147103,227395,154.93020175,UNKNOWN
2017-02-08,1063.07,17170799127,945677,1296,48,3168918.11913,42172629.5,42172629.5,422171000000,194476397,329294,170.75671139,269607888.246346
2017-02-09,994.38,16063448932,961155,1293.1,54,3063987.05558,35734136,35734136,422171000000,194785180,308783,157.14493504,UNKNOWN
2017-02-10,988.67,15973053725,956012,1292.2,43,3546669.9479,32444996,32444996,422171000000,195128191,343011,174.18568718,289197728.970044
2017-02-11,1004.45,16229677099,967112,1282.6,44,3105959.481,14885861,14885861,422171000000,195432643,304452,141.11220269,UNKNOWN
2017-02-12,999.18,16146290349,957656,1282.6,38,2917083.56661,5449688,5449688,422171000000,195691926,259283,117.08000976,116966457.119016
2017-02-13,990.64,16010322103,863048,1282.6,36,2959055.99203,7268375.5,7268375.5,422171000000,195925672,233746,102.74261946,UNKNOWN
2017-02-14,1004.55,16237219721,917950,1282.6,39,3420752.67164,3108333,3108333,422171000000,196218740,293068,136.77242215,234339661.006721
2017-02-15,1007.48,16286329282,890610,1291.9,38,3546669.9479,13083822.5,13083822.5,422171000000,196534878,316138,140.99131586,UNKNOWN
2017-02-16,1027.44,16610905026,940094,1300.4,38,2917083.56661,28553421,28553421,422171000000,196823134,288256,134.04888989,212531599.764896
2017-02-17,1046.21,16916338976,973956,1297.1,41,3189904.33184,25394407.5,25394407.5,422171000000,197114876,291742,170.92843209,UNKNOWN
2017-02-18,1054.42,17051064834,969080,1237.3,39,3168918.11913,19914848,19914848,422171000000,197435163,320287,165.84442388,179904049.623422
2017-02-19,1047.87,16946913346,961960,1237.3,35,3330515.74407,13715047.5,13715047.5,440780000000,197718158,282995,153.36709614,UNKNOWN
2017-02-20,1079.98,17468244508,930902,1238.2,38,2936112.56385,9866992,9866992,440780000000,197969927,251769,129.44377921,192433479.754835
2017-02-21,1115.3,18041455273,947068,1296.9,48,3242870.59291,26541994,26541994,440780000000,198252472,282545,159.91401438,UNKNOWN
2017-02-22,1117.44,18077985665,954252,1291,51,3023757.71501,47079641,47079641,440780000000,198531772,279300,165.81707207,220185412.839073
2017-02-23,1166.72,18877442096,969897,1309.4,56,3045669.0028,63932011.5,63932011.5,440780000000,198811162,279390,183.25580355,UNKNOWN
2017-02-24,1173.68,18992415818,967386,1316.1,63,3286693.16849,56929144.5,56929144.5,440780000000,199139814,328652,211.65472424,369319167.07207
2017-02-25,1143.84,18511906560,971158,1316.8,50,3637273.77313,40496404,40496404,440780000000,199483908,344094,230.61490244,UNKNOWN
2017-02-26,1165.2,18860247630,966343,1316.8,40,3659185.06092,11220022.5,11220022.5,440780000000,199805684,321776,191.30417997,199581169.873158
2017-02-27,1179.97,19101427518,921744,1316.8,46,3900209.22661,15645298.5,15645298.5,440780000000,200077055,271371,161.17260121,UNKNOWN
2017-02-28,1179.97,19103684801,945159,1312,50,3155225.44175,34137044.5,34137044.5,440780000000,200360399,283344,195.38746144,255334271.595937
2017-03-01,1222.5,19794459608,968240,1308.8,48,3352427.03186,43418674,43418674,440780000000,200688392,327993,227.3714723,UNKNOWN
2017-03-02,1251.01,20258543188,979150,1291.6,60,3155225.44175,40141501.5,40141501.5,440780000000,201002264,313872,229.59036693,431801396.598851
2017-03-03,1274.99,20649259919,955603,1286.5,78,3440072.18302,62309826,62309826,440780000000,201333274,331010,252.22663973,UNKNOWN
2017-03-04,1255.15,20329978338,985294,1285,59,3458650.32319,60114856.75,60114856.75,460769000000,201668590,335316,259.68606189,261984344.995303
2017-03-05,1267.12,20526235270,985894,1285,49,3069265.84972,50125449,50125449,460769000000,201936205,267615,222.87178018,UNKNOWN
2017-03-06,1272.83,20620991547,983250,1285,53,3367030.44708,62830053,62830053,460769000000,202214818,278613,216.69618574,292613411.670063
2017-03-07,1223.54,19824773912,965595,1275.4,52,3252505.60194,63834734,63834734,460769000000,202501979,287161,238.98093612,UNKNOWN
2017-03-08,1150,18635275050,974857,1269.6,58,3504460.26124,56354526.5,56354526.5,460769000000,202829639,327660,269.77191295,315179702.137921
2017-03-09,1188.49,19261188310,979431,1263.4,55,3252505.60194,45148257.5,45148257.5,460769000000,203128211,298572,233.7307623,UNKNOWN
2017-03-10,1116.72,18100188612,991813,1261.7,100,3389935.4161,48539835.5,48539835.5,460769000000,203433161,304950,236.67178552,329245440.202684
2017-03-11,1175.83,19060468862,991811,1264.3,73,3573175.16833,48493916.5,48493916.5,460769000000,203741304,308143,257.91797636,UNKNOWN
2017-03-12,1221.38,19801195767,997570,1264.3,51,3412840.38513,41602867.5,41602867.5,460769000000,204019824,278520,217.66771727,209168663.97439
2017-03-13,1231.92,19974334865,960152,1264.3,54,3550270.1993,29761185.75,29761185.75,460769000000,204241714,221890,190.62879952,UNKNOWN
2017-03-14,1240,20107761880,975970,1264,46,3321220.50902,27414201,27414201,460769000000,204512832,271118,220.75092528,347466704.53874
2017-03-15,1249.61,20265831337,968846,1262,48,3573175.16833,33967451,33967451,460769000000,204826353,313521,256.53171308,UNKNOWN
2017-03-16,1187.81,19265847025,984010,1288.4,52,3252505.60194,30662260.5,30662260.5,460769000000,205118212,291859,236.25501962,526589907.076464
2017-03-17,1100.23,17847435957,988273,1291.3,54,3504460.26124,22064683,22064683,460769000000,205442257,324045,264.55158129,UNKNOWN
2017-03-18,973.82,15798760668,993909,1294.9,62,3641704.8372,5024273.5,5024273.5,475705000000,205736819,294562,244.58901754,393335618.185788
2017-03-19,1036.74,16821676707,943655,1294.9,52,3712647.13922,5283026,5283026,475705000000,206000657,263838,217.05770532,UNKNOWN
2017-03-20,1054.23,17107266418,878835,1294.9,51,3925474.04529,4511298.5,4511298.5,475705000000,206265921,265264,213.24681536,301488144.209954
2017-03-21,1120.54,18185299687,989773,1306.7,45,3216051.02506,8889973.5,8889973.5,475705000000,206547962,282041,241.15787713,UNKNOWN
2017-03-22,1049.14,17028630158,981986,1309.2,49,3357935.62911,10442532.5,10442532.5,475705000000,206833148,285186,248.6366135,388745237.566684
2017-03-23,1038.59,16859314109,980525,1306.2,45,3807236.87526,12207538.5,12207538.5,475705000000,207149884,316736,269.31219918,UNKNOWN
2017-03-24,937.52,15220718764,966780,1308.1,47,3499820.23315,2032544,2032544,475705000000,207438485,288601,235.99807634,415158515.539297
2017-03-25,972.78,15794781102,867409,1315.1,47,4161948.38537,6633085.5,6633085.5,475705000000,207726348,287863,231.55050182,UNKNOWN
2017-03-26,966.72,15698465531,943693,1315.1,45,3145108.72304,304373.5,304373.5,475705000000,207974507,248159,182.00765156,234975161.590919
2017-03-27,1045.77,16983801541,656179,1315.1,44,3925474.04529,6017569.5,6017569.5,475705000000,208186628,212121,154.65177428,UNKNOWN
2017-03-28,1047.15,17008241726,924213,1315.2,44,3121461.28903,9737980,9737980,475705000000,208426226,239598,194.84378734,426602354.326583
2017-03-29,1039.97,16893415156,985669,1313.2,42,3665352.27121,13455215.5,13455215.5,475705000000,208720582,294356,233.22176362,UNKNOWN
2017-03-30,1026.43,16675587066,973183,1304.4,38,3263345.89308,7978176,7978176,475705000000,209002148,281566,212.93579722,345704441.184584
2017-03-31,1071.79,17414322808,962547,1307.5,39,4073274.0332,14271184,14271184,499636000000,209288388,286240,203.40448684,UNKNOWN
2017-04-01,1080.5,17557597716,960535,1310.4,37,3352999.96635,11438329,11438329,499636000000,209552877,264489,217.27700693,275732331.549016
2017-04-02,1102.17,17911915755,967179,1310.4,37,3278488.85599,3840439,3840439,499636000000,209808327,255450,190.64263242,UNKNOWN
2017-04-03,1143.81,18591158323,823125,1310.4,42,3924251.81247,2222958,2222958,499636000000,210048253,239926,180.73640574,357722808.461735
2017-04-04,1133.25,18421262063,879301,1314.5,44,4371318.47465,12344852,12344852,499636000000,210339700,291447,221.03918997,UNKNOWN
2017-04-05,1124.78,18285857775,977789,1304.6,39,3104629.59848,11053104,11053104,499636000000,210595015,255315,200.30284512,376232820.376534
2017-04-06,1182.68,19229356147,966909,1309.5,39,4023599.95962,12200478.5,12200478.5,499636000000,210913462,318447,236.29861443,UNKNOWN
2017-04-07,1176.9,19137747435,977748,1313.9,43,3651044.40781,10454241,10454241,499636000000,211202065,288603,221.71976913,411459319.524365
2017-04-08,1175.95,19124327856,976046,1310.4,40,4023599.95962,29420906.25,29420906.25,499636000000,211498017,295952,225.14679282,UNKNOWN
2017-04-09,1187.87,19320511927,976255,1310.4,39,3402674.03993,2585694,2585694,499636000000,211726374,228357,171.61302076,218412547.317557
2017-04-10,1187.13,19310642460,924892,1310.4,39,3949088.84926,8791788.5,8791788.5,499636000000,211962258,235884,168.05979031,UNKNOWN
2017-04-11,1205.01,19604036563,918205,1330.5,42,3675881.4446,7713749,7713749,499636000000,212237591,275333,198.63497273,353047267.58305
2017-04-12,1200.37,19530680104,962808,1334.4,44,4147785.14356,12272608.5,12272608.5,499636000000,212546562,308971,226.34667638,UNKNOWN
2017-04-13,1169.28,19026699552,982567,1343.8,41,3526859.22387,22463796,22463796,499636000000,212823157,276595,212.1552116,296565393.518839
2017-04-14,1167.54,19000400018,972988,1289.65,38,3287972.00662,40286354,40286354,520809000000,213052018,228861,216.66765492,UNKNOWN
2017-04-15,1172.52,19083656460,995114,1346.9,33,3598646.52693,26838669,26838669,520809000000,213338865,286847,235.48446532,274787437.027829
2017-04-16,1182.94,19255408766,986202,1346.9,35,3909321.04724,4877901.5,4877901.5,520809000000,213607831,268966,202.57239533,UNKNOWN
2017-04-17,1193.91,19436033390,930579,1346.9,40,3779873.33045,14021816,14021816,520809000000,213820337,212506,158.85627688,355041523.977341
2017-04-18,1211.67,19727334977,927953,1348,41,3572756.98357,20640286.5,20640286.5,520809000000,214069632,249295,180.72834518,UNKNOWN
2017-04-19,1210.29,19707045565,960703,1337.6,40,3779873.33045,20381965,20381965,520809000000,214375873,306241,220.20687325,305279308.340359
2017-04-20,1229.08,20015137622,984203,1338.8,35,3702204.70037,27080279.5,27080279.5,520809000000,214685202,309329,209.52935942,UNKNOWN
2017-04-21,1222.05,19903192286,974005,1344.1,40,3598646.52693,19917433.5,19917433.5,520809000000,214952307,267105,229.9178721,324930181.583255
2017-04-22,1231.71,20062753908,969954,1332.9,38,4323553.74099,15480124,15480124,520809000000,215276057,323750,244.38907052,UNKNOWN
2017-04-23,1207.21,19665994145,979915,1332.9,38,3753983.78709,17616372,17616372,520809000000,215549084,273027,180.34051775,211860005.848388
2017-04-24,1250.15,20367443800,936612,1332.9,38,3961100.13396,3576868,3576868,520809000000,215790391,241307,169.67309519,UNKNOWN
2017-04-25,1265.49,20619704237,976707,1323.1,43,3210303.37655,33454419.25,33454419.25,520809000000,216019260,228869,187.96137981,393127864.708434
2017-04-26,1281.08,20876159410,965997,1320.1,50,3831652.41717,35236899,35236899,520809000000,216343162,323902,271.62738431,UNKNOWN
2017-04-27,1317.73,21475836448,971856,1321.8,49,3961100.13396,39077243,39077243,520809000000,216676843,333681,253.84367765,398959237.374387
2017-04-28,1316.48,21457669552,967638,1324.2,46,3814281.6337,45147215.5,45147215.5,521975000000,216975415,298572,256.44731571,UNKNOWN
2017-04-29,1321.79,21547126640,996645,1311.7,44,3528859.19852,26130291.5,26130291.5,521975000000,217280690,305275,249.68419536,363036770.92892
2017-04-30,1347.89,21975104909,971583,1311.7,45,4488916.48047,14183038.5,14183038.5,521975000000,217623142,342452,256.37648122,UNKNOWN
2017-05-01,1421.6,23179524919,966110,1311.7,19,3918071.61012,5169054,5169054,521975000000,217900373,277231,199.30763935,446976193.582856
2017-05-02,1452.82,23691443738,982788,1313.2,21,3892124.11602,21319726.5,21319726.5,521975000000,218199086,298713,227.7488656,UNKNOWN
2017-05-03,1490.09,24301634925,980652,1304.7,22,4099704.06887,36477371.5,36477371.5,521975000000,218530939,331853,272.67966183,468116196.038201
2017-05-04,1537.67,25080858487,995290,1284.5,30,3425069.22209,59560790.5,59560790.5,521975000000,218826795,295856,247.34367708,UNKNOWN
2017-05-05,1555.45,25373374563,971058,1282.9,24,4359179.00994,99065880,99065880,521975000000,219182272,355477,307.09568071,590516942.167419
2017-05-06,1578.8,25757608890,961232,1283.2,21,3347226.73977,64257015,64257015,521975000000,219450335,268063,261.31168454,UNKNOWN
2017-05-07,1596.71,26053077975,964949,1283.2,20,4359179.00994,44526655,44526655,521975000000,219809961,359626,296.57369266,442601453.184986
2017-05-08,1723.35,28123369330,964819,1283.2,23,4333231.51583,44916173.5,44916173.5,521975000000,220128544,318583,277.03575031,UNKNOWN
2017-05-09,1755.36,28649119972,967791,1272.2,31,4670548.93922,54653396,54653396,521975000000,220493037,364493,316.4495528,759833620.667136
2017-05-10,1787.13,29170965564,987770,1274.7,31,4021861.58655,73096131,73096131,521975000000,220826823,333786,302.96153363,UNKNOWN
2017-05-11,1848.57,30176934751,960619,1280,32,4119773.00241,95735528.5,95735528.5,559971000000,221137388,310565,303.26495895,668519296.13184
2017-05-12,1724.24,28150631936,961251,1282.8,34,3757901.04949,106529345,106529345,559971000000,221433436,296048,279.58022914,UNKNOWN
2017-05-13,1804.91,29471223857,949541,1285.1,32,4286790.82683,97595747,97595747,559971000000,221748128,314692,322.05057537,426951909.091612
2017-05-14,1808.91,29540290794,959925,1285.1,29,4398136.04311,84155131,84155131,559971000000,222078418,330290,301.19440047,UNKNOWN
2017-05-15,1738.43,28392885375,975155,1285.1,35,4565153.86753,89949017.5,89949017.5,559971000000,222448044,369626,297.47622441,704107293.761399
2017-05-16,1734.45,28330874003,970705,1291.5,31,4732171.69195,115033202,115033202,559971000000,222777218,329174,327.30377033,UNKNOWN
2017-05-17,1839.09,30043626195,973989,1313.3,29,3674392.13728,100513919.5,100513919.5,559971000000,223008392,231174,343.40900559,944733565.5861
2017-05-18,1888.65,30856574835,981876,1306.3,27,4314627.1309,99161933.5,99161933.5,559971000000,223328626,320234,485.9361122,UNKNOWN
2017-05-19,1987.71,32479082015,974526,1307,34,3952755.17798,93719150.5,93719150.5,559971000000,223620755,292129,392.02141315,845185438.857744
2017-05-20,2084.73,34068630559,971321,1315.1,34,4565153.86753,98265216.5,98265216.5,559971000000,223937330,316575,442.811934,UNKNOWN
2017-05-21,2041.2,33361091114,967220,1315.1,34,4592990.1716,96461175.5,96461175.5,559971000000,224291988,354658,387.7538543,543457757.444168
2017-05-22,2173.4,35525744380,976775,1315.1,68,4091936.69834,111841794,111841794,559971000000,224612760,320772,352.78845637,UNKNOWN
2017-05-23,2320.42,37933704066,980481,1309.2,71,4064100.39426,107512561,107512561,559971000000,224944592,331832,406.63804239,1021925535.08152
2017-05-24,2443.64,39952841999,972750,1306.8,75,4976737.78165,119647709,119647709,595922000000,225313475,368883,468.38356854,UNKNOWN
2017-05-25,2304.98,37690456715,977007,1310.4,100,4562009.63318,103848425,103848425,595922000000,225650775,337300,472.94001691,1318459470.59989
2017-05-26,2202.42,36017660894,976892,1321.9,76,4828620.58577,108851732.5,108851732.5,595922000000,226001472,350697,498.87943053,UNKNOWN
2017-05-27,2038.87,33347170525,958704,1268.22,58,4532386.194,106991705,106991705,595922000000,226334718,333246,469.79624965,680256464.029665
2017-05-28,2155.8,35264171110,991469,1268.22,44,4976737.78165,97035179,97035179,595922000000,226665836,331118,528.8278222,UNKNOWN
